,objective,metric,boosting_type,boost_from_average,num_threads,random_state,num_leaves,min_data_in_leaf,min_child_weight,max_depth,bagging_fraction,feature_fraction,lambda_l1,lambda_l2,logloss
163,binary,binary_logloss,gbdt,True,4,42,661,293,0.0018625030865550413,25,0.5393979649586049,0.5639581747609682,1.8980061251278222,0.6815920425655364,0.4221210220780987
164,binary,binary_logloss,gbdt,True,4,42,766,272,0.0029919732814212945,22,0.5538043060770714,0.7854803679760379,1.5871947964191573,0.9040448556741977,0.42062300140881553
165,binary,binary_logloss,gbdt,True,4,42,760,281,0.0029881560921206493,22,0.5969975370506128,0.7881158201259234,1.5443401205037524,0.8632805760463594,0.42322334418458457
166,binary,binary_logloss,gbdt,True,4,42,794,253,0.0038860025395771295,16,0.5474233003935467,0.8410449902777349,0.5305439758127722,1.4302419691941568,0.42356894249145094
167,binary,binary_logloss,gbdt,True,4,42,781,102,0.0021846360744904626,23,0.5643759768221966,0.8806353503116272,1.1107935316624764,1.66339860609732,0.42338658667488194
168,binary,binary_logloss,gbdt,True,4,42,750,266,0.005627854129859935,28,0.5847529559378213,0.7836442185532279,1.574962893986708,0.5627997396089451,0.42319252523647216
169,binary,binary_logloss,gbdt,True,4,42,716,189,0.003341533872039039,11,0.5233933734036724,0.6091106131201957,0.11399377533595986,1.0224443366531502,0.42402915193511465
170,binary,binary_logloss,gbdt,True,4,42,611,288,0.001385172592796081,26,0.630873849195107,0.761765229024538,1.849078305209919,0.7837635238677539,0.42143039573425845
171,binary,binary_logloss,gbdt,True,4,42,611,294,0.0013455801108724524,26,0.6811544154298144,0.7572409043299266,1.856319447435394,0.7750777337874609,0.42321072019754624
172,binary,binary_logloss,gbdt,True,4,42,564,129,0.0011599994654578761,24,0.645449858663136,0.7272117400626419,1.432685686802341,0.8753229149988355,0.42405383990960627
173,binary,binary_logloss,gbdt,True,4,42,590,275,0.0027147947517694553,21,0.6292285313321282,0.7476279445475621,1.9707896887509784,0.701578414054158,0.4199328344983118
174,binary,binary_logloss,gbdt,True,4,42,594,275,0.002494093507629595,27,0.6290333961507482,0.7434646630922426,1.9827839603241846,0.7107502045131899,0.42248931532071804
175,binary,binary_logloss,gbdt,True,4,42,620,287,0.0028285054632527615,18,0.6609114203815222,0.7180196778247463,1.221843247520694,0.7800147085473834,0.4228412326229553
176,binary,binary_logloss,gbdt,True,4,42,644,256,0.0018336862382241149,20,0.6055788547250722,0.6833682271552066,0.24030080132078482,0.5918944939885818,0.42374130393299936
177,binary,binary_logloss,gbdt,True,4,42,739,237,0.0016758545853872895,32,0.6370248028906291,0.7666044098306469,0.80499872672156,0.8947843512184568,0.42242459636631735
178,binary,binary_logloss,gbdt,True,4,42,694,300,0.004208231054839433,25,0.6992418878086993,0.7005584081595909,1.630857386135757,0.7052253276966534,0.42277702320853067
179,binary,binary_logloss,gbdt,True,4,42,540,290,0.002134772674895704,22,0.6180159328381565,0.7359547947278795,1.8134235642415821,0.4846169040596343,0.42359729017205916
180,binary,binary_logloss,gbdt,True,4,42,666,39,0.00277041987989713,23,0.6544174249096542,0.6347506711741961,1.4505366775750992,0.6360142740169221,0.426876311944897
181,binary,binary_logloss,gbdt,True,4,42,567,271,0.0014244536964996772,21,0.5749120730200183,0.8202153410917431,1.6843695904408291,1.0977194555393273,0.42399408624022045
182,binary,binary_logloss,gbdt,True,4,42,609,279,0.0036263991175595925,20,0.5587752031707199,0.7883594421533555,0.9974114189018659,1.2438500336786962,0.4224273736730978
183,binary,binary_logloss,gbdt,True,4,42,579,265,0.0016518840243162187,17,0.6808510465192752,0.7562351721844293,1.256451212157577,0.9948133910267046,0.42101552807489956
184,binary,binary_logloss,gbdt,True,4,42,588,259,0.0016421118738568045,15,0.6792275042636664,0.7566271618529079,1.2624846225414295,0.8277336837506563,0.4228608809319985
185,binary,binary_logloss,gbdt,True,4,42,628,264,0.0011541556666267647,17,0.715003513979495,0.7268413126260092,1.4316715370730568,0.5431264243347004,0.4220900637346623
186,binary,binary_logloss,gbdt,True,4,42,760,290,0.001945814120863213,19,0.7462399075420773,0.7103263184998273,1.1503582390636478,0.964524369631819,0.42424421274582047
187,binary,binary_logloss,gbdt,True,4,42,525,281,0.00229013311527635,23,0.6367052960976625,0.6706605720259511,1.9878441290771653,0.7777899242290804,0.4224325434937742
188,binary,binary_logloss,gbdt,True,4,42,603,252,0.0025913390711800608,17,0.6879110236631376,0.7680599413731023,1.0627483907353616,0.5866691536361744,0.4224457683663319
189,binary,binary_logloss,gbdt,True,4,42,579,86,0.005050397119552381,18,0.6693328599229029,0.75009058069533,0.9136492112117747,0.9840230188650579,0.42658393505168235
190,binary,binary_logloss,gbdt,True,4,42,560,144,0.08866403291610706,15,0.6266666370684973,0.7787609688949482,1.3595645150689124,0.7318916634941438,0.4233331448567577
191,binary,binary_logloss,gbdt,True,4,42,542,267,0.0013670024192569737,22,0.5436814521615824,0.8361335667926224,1.6202766748236088,0.9074034149043725,0.4210703898862339
192,binary,binary_logloss,gbdt,True,4,42,541,243,0.0012948103370795476,21,0.5312106250168878,0.8018889449070905,1.798699693827012,0.8387904305004212,0.42359569548439274
193,binary,binary_logloss,gbdt,True,4,42,513,272,0.0010019684699860028,25,0.5467885537555435,0.7373983003312897,1.2729541246571874,0.8939755612003562,0.42211198317402776
194,binary,binary_logloss,gbdt,True,4,42,784,264,0.0018167444695485959,24,0.5207231003109742,0.7623717595687877,1.6094476701139937,1.1283463711736523,0.422525983917117
195,binary,binary_logloss,gbdt,True,4,42,581,296,0.001605195283468447,22,0.5709569179803452,0.8564999428559446,1.1930529181987999,0.6301378027658425,0.4228648595542591
196,binary,binary_logloss,gbdt,True,4,42,598,117,0.0032003861010265876,19,0.6083858004380852,0.8378562416807883,1.0628870289322847,1.2828409522389825,0.4237903672658773
197,binary,binary_logloss,gbdt,True,4,42,497,278,0.0020629267501415444,20,0.5083951319160522,0.8089027661437448,1.5091406412604278,0.9230694868051944,0.4235924000327623
198,binary,binary_logloss,gbdt,True,4,42,531,287,0.0014080277175368713,22,0.5902127201720834,0.7468682015442251,1.7388451200543353,0.6742608978054169,0.4229939804588688
199,binary,binary_logloss,gbdt,True,4,42,552,225,0.0024188116558405185,27,0.6494994362319739,0.6960966719895074,1.4054601346678095,0.7600667282601329,0.42074171634415247
